nombre_empresa;pais;opera_otrospaises;sector_empresa;numero_empleados;infraestructura_critica;activos_criticos;pilares_prioritarios;actor_amenaza;incidente_sufrido;pilar_critico;sistemas_operativos;despliegue_sistemas;centros_datos;segmentacion_red;vpn;firewall;monitorizacion_red;balanceadores;antiphishing;edr;actualizaciones;frecuencia_actualizaciones;autenticacion;politica_contraseï¿½as;iam;revocacion;backups;evento_amenaza
ismaelEnterprise3;España;Reino Unido;Infraestructura digital;50 - 1000;Sí;Datos / Información sensible,Datos personales;Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 10;Local (On-premise);2;Parcial;Opcional;No;Sí, de forma continua;Sí;Sí;Solo antivirus básico;Sí;Más de un mes;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Semanales;
ibermola;España;Reino Unido;Energía;Más de 1000;Sí;Infraestructura TIC (Hardware),Redes de comunicaciones,Sistemas de Control Industrial (ICS/SCADA);Disponibilidad, Confidencialidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad;Disponibilidad;Windows 11;Local (On-premise);Más de 2;Sí, completa;Opcional;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Más de un mes;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;No;Semanales;
ibermola;España;Reino Unido;Energía;Más de 1000;Sí;Infraestructura TIC (Hardware),Redes de comunicaciones,Sistemas de Control Industrial (ICS/SCADA);Disponibilidad, Confidencialidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad;Disponibilidad;Windows 11;Local (On-premise);Más de 2;Sí, completa;Opcional;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Más de un mes;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;No;Semanales;
ibermola;España;Reino Unido;Energía;Más de 1000;Sí;Infraestructura TIC (Hardware),Redes de comunicaciones,Sistemas de Control Industrial (ICS/SCADA);Disponibilidad, Confidencialidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad;Disponibilidad;Windows 11;Local (On-premise);Más de 2;Sí, completa;Opcional;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Más de un mes;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;No;Semanales;
ibermola;España;No;Energía;Más de 1000;Sí;Infraestructura TIC (Hardware),Redes de comunicaciones,Sistemas de Control Industrial (ICS/SCADA);Disponibilidad, Confidencialidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad;Disponibilidad;Windows 11;Local (On-premise);Más de 2;Sí, completa;Opcional;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Más de un mes;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;No;Semanales;
ibermola;España;No;Energía;Más de 1000;Sí;Infraestructura TIC (Hardware),Redes de comunicaciones,Sistemas de Control Industrial (ICS/SCADA);Disponibilidad, Confidencialidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad;Disponibilidad;Windows 11;Local (On-premise);Más de 2;Sí, completa;Opcional;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Más de un mes;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;No;Semanales;
ibermola;España;No;Energía;Más de 1000;Sí;Infraestructura TIC (Hardware),Redes de comunicaciones,Sistemas de Control Industrial (ICS/SCADA);Disponibilidad, Confidencialidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad;Disponibilidad;Windows 11;Local (On-premise);Más de 2;Sí, completa;Opcional;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Más de un mes;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;No;Semanales;
ibermola;España;No;Energía;Más de 1000;Sí;Infraestructura TIC (Hardware),Redes de comunicaciones,Sistemas de Control Industrial (ICS/SCADA);Disponibilidad, Confidencialidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad;Disponibilidad;Windows 11;Local (On-premise);Más de 2;Sí, completa;Opcional;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Más de un mes;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;No;Semanales;
ibermola;España;No;Energía;50 - 1000;Sí;Infraestructura TIC (Hardware),Redes de comunicaciones,Sistemas de Control Industrial (ICS/SCADA);Disponibilidad, Confidencialidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 11;Local (On-premise);1;Sí, completa;Opcional;Sí;Sí, de forma continua;No;No;Solo antivirus básico;No;No tienen un plan definido de actualizaciones;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;No;Semanales;
startup;Alemania;Reino Unido;Servicios empresariales;Menos de 50;No;Datos / Información sensible,Datos personales,Infraestructura TIC (Hardware);Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 11;Nube pública (AWS, Azure, GCP);1;Parcial;Opcional;No;Sí, de forma continua;No;No;Solo antivirus básico;No;No tienen un plan definido de actualizaciones;Solo sistemas críticos;Sí, obligatoria;Solución propia;No;No aplican;
startup;Alemania;Reino Unido;Servicios empresariales;Menos de 50;No;Datos / Información sensible,Datos personales,Infraestructura TIC (Hardware);Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 11;Nube pública (AWS, Azure, GCP);1;Parcial;Opcional;No;Sí, de forma continua;No;No;Solo antivirus básico;No;No tienen un plan definido de actualizaciones;Solo sistemas críticos;Sí, obligatoria;Solución propia;No;No aplican;
startup;Bélgica;No;Salud;Menos de 50;No;Datos / Información sensible,Datos personales;Confidencialidad, Integridad, Disponibilidad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad,Ataques contra la confidencialidad;Confidencialidad;Windows 11;Local (On-premise);1;Parcial;Sí, obligatoria;Sí;Sí, parcialmente;No;No;Solo antivirus básico;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;No;Semanales;
startup;Bélgica;No;Salud;Menos de 50;No;Datos / Información sensible,Datos personales;Confidencialidad, Integridad, Disponibilidad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad,Ataques contra la confidencialidad;Confidencialidad;Windows 11;Local (On-premise);1;Parcial;Sí, obligatoria;Sí;Sí, parcialmente;No;No;Solo antivirus básico;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;No;Semanales;
antenaVes;España;No;Medios / Entretenimiento;Más de 1000;No;Aplicaciones informáticas (Software),Datos / Información sensible,Datos personales,Infraestructura TIC (Hardware),Redes de comunicaciones,Sistemas de Control Industrial (ICS/SCADA);Disponibilidad, Confidencialidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad,Ataques contra la confidencialidad;Confidencialidad;Windows 11,Windows 10;Nube privada;Más de 2;Sí, completa;Sí, obligatoria;Sí;Sí, parcialmente;Sí;No;Sí, EDR;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;No;No aplican;
antenaVes;España;No;Medios / Entretenimiento;Más de 1000;No;Aplicaciones informáticas (Software),Datos / Información sensible,Datos personales,Infraestructura TIC (Hardware),Redes de comunicaciones,Sistemas de Control Industrial (ICS/SCADA);Disponibilidad, Confidencialidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad,Ataques contra la confidencialidad;Confidencialidad;Windows 11,Windows 10;Nube privada;Más de 2;Sí, completa;Sí, obligatoria;Sí;Sí, parcialmente;Sí;No;Sí, EDR;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;No;No aplican;
aaa;Bélgica;No;Industria / Manufactura;Más de 1000;Sí;Datos / Información sensible,Datos personales;Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 10;Local (On-premise);2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;No;Sí, EDR;Sí;Más de un mes;Todos los accesos;No;Azure AD / Okta / LDAP;Sí;No aplican;
aaa;Bélgica;No;Industria / Manufactura;Más de 1000;Sí;Datos / Información sensible,Datos personales;Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 10;Local (On-premise);2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;No;Sí, EDR;Sí;Más de un mes;Todos los accesos;No;Azure AD / Okta / LDAP;Sí;No aplican;
eee;Bulgaria;No;Administración pública;50 - 1000;Sí;Datos personales;Confidencialidad, Disponibilidad, Integridad;Empleado con privilegios (interno, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 10;Local (On-premise);2;Parcial;No;Sí;Sí, parcialmente;Sí;Sí;Sí, EDR;Sí;Más de un mes;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;No;No aplican;
eee;Bulgaria;No;Administración pública;50 - 1000;Sí;Datos personales;Confidencialidad, Disponibilidad, Integridad;Empleado con privilegios (interno, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 10;Local (On-premise);2;Parcial;No;Sí;Sí, parcialmente;Sí;Sí;Sí, EDR;Sí;Más de un mes;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;No;No aplican;
eee;Bulgaria;No;Administración pública;50 - 1000;Sí;Datos personales;Confidencialidad, Disponibilidad, Integridad;Empleado con privilegios (interno, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 10;Local (On-premise);2;Parcial;No;Sí;Sí, parcialmente;Sí;Sí;Sí, EDR;Sí;Más de un mes;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;No;No aplican;
eee;Bulgaria;No;Administración pública;50 - 1000;Sí;Datos personales;Confidencialidad, Disponibilidad, Integridad;Empleado con privilegios (interno, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 10;Local (On-premise);2;Parcial;No;Sí;Sí, parcialmente;Sí;Sí;Sí, EDR;Sí;Más de un mes;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;No;No aplican;
k;Austria;Reino Unido;Industria química;50 - 1000;Sí;Datos / Información sensible;Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 11;Local (On-premise);2;Sí, completa;Opcional;Sí;Sí, de forma continua;Sí;No;Solo antivirus básico;Sí;Mensualmente;Solo sistemas críticos;No;Azure AD / Okta / LDAP;No;Semanales;
hgg;Austria;Estados Unidos;Salud;50 - 1000;Sí;Datos / Información sensible,Datos personales;Confidencialidad, Disponibilidad, Integridad;Empleado con privilegios (interno, intencionado);Ataques contra la disponibilidad,Ataques contra la confidencialidad;Confidencialidad;Windows 11;Nube pública (AWS, Azure, GCP);1;Parcial;No;Sí;Sí, parcialmente;No;Sí;Sí, EDR;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Solución propia;No;Semanales;
RetailNova S.L;España;Unión Europea;Comercio minorista;50 - 1000;No;Datos personales;Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad,Ataques contra la confidencialidad;Confidencialidad;Windows 11,Windows 10,Ubuntu 22;Híbrido;2;Parcial;Sí, obligatoria;Sí;Sí, parcialmente;Sí;Sí;Solo antivirus básico;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;No;Diarias;
RetailNova S.L;España;Unión Europea;Comercio minorista;50 - 1000;No;Datos personales;Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad,Ataques contra la confidencialidad;Confidencialidad;Windows 11,Windows 10,Ubuntu 22;Híbrido;2;Parcial;Sí, obligatoria;Sí;Sí, parcialmente;Sí;Sí;Solo antivirus básico;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;No;Diarias;
RetailNova S.L.;España;Unión Europea;Comercio minorista;50 - 1000;No;Aplicaciones informáticas (Software),Datos / Información sensible,Datos personales,Redes de comunicaciones,Servicios en la nube;Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad,Ataques contra la confidencialidad;Disponibilidad;Windows 11,Windows 10,Ubuntu 22;Híbrido;1;Parcial;Sí, obligatoria;Sí;Sí, parcialmente;Sí;Sí;Solo antivirus básico;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;
RetailNova S.L.;España;Unión Europea;Comercio minorista;50 - 1000;No;Aplicaciones informáticas (Software),Datos / Información sensible,Datos personales,Redes de comunicaciones,Servicios en la nube;Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad,Ataques contra la confidencialidad;Disponibilidad;Windows 11,Windows 10,Ubuntu 22;Híbrido;1;Parcial;Sí, obligatoria;Sí;Sí, parcialmente;Sí;Sí;Solo antivirus básico;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;
RetailNova S.L.;España;Unión Europea;Comercio minorista;50 - 1000;No;Aplicaciones informáticas (Software),Datos / Información sensible,Datos personales,Redes de comunicaciones,Servicios en la nube;Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad,Ataques contra la confidencialidad;Disponibilidad;Windows 11,Windows 10,Ubuntu 22;Híbrido;1;Parcial;Sí, obligatoria;Sí;Sí, parcialmente;Sí;Sí;Solo antivirus básico;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;
Ibermola;Alemania;Reino Unido,Estados Unidos,Unión Europea;Energía;Más de 1000;Sí;Infraestructura TIC (Hardware),Redes de comunicaciones,Servicios en la nube,Sistemas de Control Industrial (ICS/SCADA);Disponibilidad, Confidencialidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad,Ataques contra la integridad;Disponibilidad;Windows 11,Windows 10,Ubuntu 22,Debian 12;Híbrido;Más de 2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Mensualmente;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;
Ibermola;Alemania;Reino Unido,Estados Unidos,Unión Europea;Energía;Más de 1000;Sí;Aplicaciones informáticas (Software),Infraestructura TIC (Hardware),Redes de comunicaciones,Servicios en la nube,Sistemas de Control Industrial (ICS/SCADA);Disponibilidad, Confidencialidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad,Ataques contra la confidencialidad,Ataques contra la integridad;Disponibilidad;Windows 11,Windows 10,Ubuntu 22,Debian 12;Híbrido;Más de 2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Mensualmente;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;
RetailNova S.L.;España;Unión Europea;Comercio minorista;50 - 1000;No;Aplicaciones informáticas (Software),Datos / Información sensible,Datos personales,Redes de comunicaciones,Servicios en la nube;Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad,Ataques contra la confidencialidad;Disponibilidad;Windows 11,Windows 10,Ubuntu 22;Híbrido;1;Parcial;Sí, obligatoria;Sí;Sí, parcialmente;Sí;Sí;Solo antivirus básico;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;
Ibermola;Alemania;Reino Unido,Estados Unidos,Unión Europea;Energía;Más de 1000;Sí;Aplicaciones informáticas (Software),Infraestructura TIC (Hardware),Redes de comunicaciones,Servicios en la nube,Sistemas de Control Industrial (ICS/SCADA);Disponibilidad, Confidencialidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad,Ataques contra la confidencialidad,Ataques contra la integridad;Disponibilidad;Windows 11,Windows 10,Ubuntu 22,Debian 12;Híbrido;Más de 2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Mensualmente;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;
RetailNova S.L.;España;Unión Europea;Comercio minorista;50 - 1000;No;Aplicaciones informáticas (Software);Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad;Disponibilidad;Windows 11;Híbrido;1;Parcial;Sí, obligatoria;Sí;Sí, parcialmente;Sí;Sí;Solo antivirus básico;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;
RetailNova S.L.;España;Unión Europea;Comercio minorista;50 - 1000;No;Aplicaciones informáticas (Software);Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad;Disponibilidad;Windows 11;Híbrido;1;Parcial;Sí, obligatoria;Sí;Sí, parcialmente;Sí;Sí;Solo antivirus básico;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;
RetailNova S.L.;Francia;Unión Europea;Comercio minorista;50 - 1000;No;Aplicaciones informáticas (Software),Datos / Información sensible,Datos personales,Redes de comunicaciones,Servicios en la nube;Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad,Ataques contra la confidencialidad;Disponibilidad;Windows 11,Windows 10,Ubuntu 22;Híbrido;2;Parcial;Sí, obligatoria;Sí;Sí, parcialmente;Sí;Sí;Solo antivirus básico;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;
RetailNova S.L.;Francia;Unión Europea;Comercio minorista;50 - 1000;No;Aplicaciones informáticas (Software),Datos / Información sensible,Datos personales,Redes de comunicaciones,Servicios en la nube;Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad,Ataques contra la confidencialidad;Disponibilidad;Windows 11,Windows 10,Ubuntu 22;Híbrido;2;Parcial;Sí, obligatoria;Sí;Sí, parcialmente;Sí;Sí;Solo antivirus básico;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;
RetailNova S.L.;Francia;Unión Europea;Comercio minorista;50 - 1000;No;Aplicaciones informáticas (Software);Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad;Disponibilidad;Windows 11;Híbrido;2;Parcial;Sí, obligatoria;Sí;Sí, parcialmente;Sí;Sí;Solo antivirus básico;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;
RetailNova S.L.;Francia;Unión Europea;Comercio minorista;50 - 1000;No;Aplicaciones informáticas (Software);Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad;Disponibilidad;Windows 11;Híbrido;2;Parcial;Sí, obligatoria;Sí;Sí, parcialmente;Sí;Sí;Solo antivirus básico;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;
RetailNova S.L.;Francia;Unión Europea;Comercio minorista;50 - 1000;No;Aplicaciones informáticas (Software);Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad;Disponibilidad;Windows 11;Híbrido;2;Parcial;Sí, obligatoria;Sí;Sí, parcialmente;Sí;Sí;Solo antivirus básico;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;
RetailNova S.L.;Francia;Unión Europea;Comercio minorista;50 - 1000;No;Aplicaciones informáticas (Software);Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad;Disponibilidad;Windows 11;Híbrido;2;Parcial;Sí, obligatoria;Sí;Sí, parcialmente;Sí;Sí;Solo antivirus básico;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;
RetailNova S.L.;Francia;Unión Europea;Comercio minorista;50 - 1000;No;Aplicaciones informáticas (Software);Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad;Disponibilidad;Windows 11;Híbrido;2;Parcial;Sí, obligatoria;Sí;Sí, parcialmente;Sí;Sí;Solo antivirus básico;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;
RetailNova S.L.;Francia;Unión Europea;Comercio minorista;50 - 1000;No;Aplicaciones informáticas (Software);Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad;Disponibilidad;Windows 11;Híbrido;2;Parcial;Sí, obligatoria;Sí;Sí, parcialmente;Sí;Sí;Solo antivirus básico;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;
RetailNova S.L.;Francia;Unión Europea;Comercio minorista;50 - 1000;No;Aplicaciones informáticas (Software);Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad;Disponibilidad;Windows 11;Híbrido;2;Parcial;Sí, obligatoria;Sí;Sí, parcialmente;Sí;Sí;Solo antivirus básico;Sí;Mensualmente;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;
